,Context,Reply
1158,"Friend (Varun): I mean i had less work only yesterday

Meghana: But matches are there no
So you can’t fix👀

Friend (Varun): I know I blame euros only

Meghana: I slept at 9Yes, otherwise you’d have gone to bed at 10 every night😂
How was your sleep befor the Euros started?

Friend (Varun): Ayyo
All good?
945 is too early
Im feeling attacked so I'm not going to answer 🙈

","Yes yes, all good only, but the day before that slept at 3ish no😵 I can’t survive without compensating fully, I don’t understand how you do it😵
😂😂I’m curious, tell 👂
"
1159,"Friend (Varun): I know I blame euros only

Meghana: I slept at 9Yes, otherwise you’d have gone to bed at 10 every night😂
How was your sleep befor the Euros started?

Friend (Varun): Ayyo
All good?
945 is too early
Im feeling attacked so I'm not going to answer 🙈

Meghana: Yes yes, all good only, but the day before that slept at 3ish no😵 I can’t survive without compensating fully, I don’t understand how you do it😵
😂😂I’m curious, tell 👂

Friend (Varun): I used to finish work by 830 dinner by 9 and play, till 12 1230
Then 1 I'll go off the computer and sleep by 2
Wake up at 930 - 10
Sometimes I'd take an afternoon nap for 2 hrs

","This is like a detailed report😂
2 o clock😵
"
1160,"Friend (Varun): Ayyo
All good?
945 is too early
Im feeling attacked so I'm not going to answer 🙈

Meghana: Yes yes, all good only, but the day before that slept at 3ish no😵 I can’t survive without compensating fully, I don’t understand how you do it😵
😂😂I’m curious, tell 👂

Friend (Varun): I used to finish work by 830 dinner by 9 and play, till 12 1230
Then 1 I'll go off the computer and sleep by 2
Wake up at 930 - 10
Sometimes I'd take an afternoon nap for 2 hrs

Meghana: This is like a detailed report😂
2 o clock😵

Friend (Varun): Yeah.. usually

","We had some issue and it took some 3 hours to solve😵
I feel damn free now🤭
"
1161,"Friend (Varun): I used to finish work by 830 dinner by 9 and play, till 12 1230
Then 1 I'll go off the computer and sleep by 2
Wake up at 930 - 10
Sometimes I'd take an afternoon nap for 2 hrs

Meghana: This is like a detailed report😂
2 o clock😵

Friend (Varun): Yeah.. usually

Meghana: We had some issue and it took some 3 hours to solve😵
I feel damn free now🤭

Friend (Varun): Solved now?
Haha best feeling

","Yeah, almost. We know what the problem is at least
Ikr🙈
Don’t feel like working only now
"
1162,"Friend (Varun): Yeah.. usually

Meghana: We had some issue and it took some 3 hours to solve😵
I feel damn free now🤭

Friend (Varun): Solved now?
Haha best feeling

Meghana: Yeah, almost. We know what the problem is at least
Ikr🙈
Don’t feel like working only now

Friend (Varun): I just finished work -.-
Im livid
I want to punch something

","Oh shit
That’s late
Why da?
😮
You can’t be blamed 😮
I logged off quite early today actually. 4And then night call
They assigned too many tasks, I did not even see them coming 😮
"
1163,"Friend (Varun): Solved now?
Haha best feeling

Meghana: Yeah, almost. We know what the problem is at least
Ikr🙈
Don’t feel like working only now

Friend (Varun): I just finished work -.-
Im livid
I want to punch something

Meghana: Oh shit
That’s late
Why da?
😮
You can’t be blamed 😮
I logged off quite early today actually. 4And then night call
They assigned too many tasks, I did not even see them coming 😮

Friend (Varun): Woah 😂
That's not even half day for me
I just ate some food
I think I'll need some more
Maggi only I'll make
Any suggestions?

","Aye, I start at 10So late 😮😮
What about a quick pancake?🤔
Or corn flakes?
This sounds really tempting
You didn’t have dinner properly?
"
1164,"Friend (Varun): I just finished work -.-
Im livid
I want to punch something

Meghana: Oh shit
That’s late
Why da?
😮
You can’t be blamed 😮
I logged off quite early today actually. 4And then night call
They assigned too many tasks, I did not even see them coming 😮

Friend (Varun): Woah 😂
That's not even half day for me
I just ate some food
I think I'll need some more
Maggi only I'll make
Any suggestions?

Meghana: Aye, I start at 10So late 😮😮
What about a quick pancake?🤔
Or corn flakes?
This sounds really tempting
You didn’t have dinner properly?

Friend (Varun): Please take one hammer and hit me
I got more work
I ate little now I ate a donut and a cupcake

","At that time ?😮😮😮😮
Shit
Omg
That’s not even acceptable
Did you have to do it last night?
Aye yum, you had all those handy? Or ordered?
I fell asleep in between the match😭
"
1165,"Friend (Varun): Woah 😂
That's not even half day for me
I just ate some food
I think I'll need some more
Maggi only I'll make
Any suggestions?

Meghana: Aye, I start at 10So late 😮😮
What about a quick pancake?🤔
Or corn flakes?
This sounds really tempting
You didn’t have dinner properly?

Friend (Varun): Please take one hammer and hit me
I got more work
I ate little now I ate a donut and a cupcake

Meghana: At that time ?😮😮😮😮
Shit
Omg
That’s not even acceptable
Did you have to do it last night?
Aye yum, you had all those handy? Or ordered?
I fell asleep in between the match😭

Friend (Varun): Some of it yeah..
I had them at home 🤗
Oh no.. next time I'll call 😂
Wake you up

","Meeting😪😪😪
Wrong chat😂
Oh Yayy🙈🙈lucky you🙈🙈
"
1166,"Friend (Varun): Please take one hammer and hit me
I got more work
I ate little now I ate a donut and a cupcake

Meghana: At that time ?😮😮😮😮
Shit
Omg
That’s not even acceptable
Did you have to do it last night?
Aye yum, you had all those handy? Or ordered?
I fell asleep in between the match😭

Friend (Varun): Some of it yeah..
I had them at home 🤗
Oh no.. next time I'll call 😂
Wake you up

Meghana: Meeting😪😪😪
Wrong chat😂
Oh Yayy🙈🙈lucky you🙈🙈

Friend (Varun): No it's ok.. I feel you

","My cousins were video calling😂
Meetings started?
Yes yes yes
"
1167,"Friend (Varun): Some of it yeah..
I had them at home 🤗
Oh no.. next time I'll call 😂
Wake you up

Meghana: Meeting😪😪😪
Wrong chat😂
Oh Yayy🙈🙈lucky you🙈🙈

Friend (Varun): No it's ok.. I feel you

Meghana: My cousins were video calling😂
Meetings started?
Yes yes yes

Friend (Varun): Not yet
11

","Else I’ll miss all the important parts😪
I remember watching till 74 minutes
After that I don’t know what happened
"
1168,"Friend (Varun): No it's ok.. I feel you

Meghana: My cousins were video calling😂
Meetings started?
Yes yes yes

Friend (Varun): Not yet
11

Meghana: Else I’ll miss all the important parts😪
I remember watching till 74 minutes
After that I don’t know what happened

Friend (Varun): So basically you missed all the good stuff 😂

","Yes yes😭😭the exciting part I missed. Should have just slept at 11 only😪
"
1169,"Friend (Varun): Not yet
11

Meghana: Else I’ll miss all the important parts😪
I remember watching till 74 minutes
After that I don’t know what happened

Friend (Varun): So basically you missed all the good stuff 😂

Meghana: Yes yes😭😭the exciting part I missed. Should have just slept at 11 only😪

Friend (Varun): Don't do that 🙈
Done with work?

","Just got done. Today was crazy😵
So there is this tonsillectomy procedure that I’ve been putting off for months
But then I thought I should just be done with it, because it scares me
Face the fear😂
So I asked my PM when he thought would be a good time for me to do it
Because of work stuff
He suggested I finish it before the ResHat calls resume
I had actually thought of getting the procedure done after my GRE next week
But the RedHat engagement will start again on 21st
So I went to my doctor at Apollo in the morning
Long story short, I’m getting the surgery done on Saturday 😂😵
"
1170,"Friend (Varun): So basically you missed all the good stuff 😂

Meghana: Yes yes😭😭the exciting part I missed. Should have just slept at 11 only😪

Friend (Varun): Don't do that 🙈
Done with work?

Meghana: Just got done. Today was crazy😵
So there is this tonsillectomy procedure that I’ve been putting off for months
But then I thought I should just be done with it, because it scares me
Face the fear😂
So I asked my PM when he thought would be a good time for me to do it
Because of work stuff
He suggested I finish it before the ResHat calls resume
I had actually thought of getting the procedure done after my GRE next week
But the RedHat engagement will start again on 21st
So I went to my doctor at Apollo in the morning
Long story short, I’m getting the surgery done on Saturday 😂😵

Friend (Varun): Ooff. Lots of information
When's GRE?

","😂😂
I had scheduled for 16th of this month
But will move it by a couple of weeks probably
"
1171,"Friend (Varun): Don't do that 🙈
Done with work?

Meghana: Just got done. Today was crazy😵
So there is this tonsillectomy procedure that I’ve been putting off for months
But then I thought I should just be done with it, because it scares me
Face the fear😂
So I asked my PM when he thought would be a good time for me to do it
Because of work stuff
He suggested I finish it before the ResHat calls resume
I had actually thought of getting the procedure done after my GRE next week
But the RedHat engagement will start again on 21st
So I went to my doctor at Apollo in the morning
Long story short, I’m getting the surgery done on Saturday 😂😵

Friend (Varun): Ooff. Lots of information
When's GRE?

Meghana: 😂😂
I had scheduled for 16th of this month
But will move it by a couple of weeks probably

Friend (Varun): Annnd it's your birthday month!!

","Aye, you remember🙈
I hope I’m fine by then
Like to talk n all
And eat
Two most important things in life😂
"
1172,"Friend (Varun): Ooff. Lots of information
When's GRE?

Meghana: 😂😂
I had scheduled for 16th of this month
But will move it by a couple of weeks probably

Friend (Varun): Annnd it's your birthday month!!

Meghana: Aye, you remember🙈
I hope I’m fine by then
Like to talk n all
And eat
Two most important things in life😂

Friend (Varun): Ofc! ♥️
But what plans

","🙈❤️
No plans da. I’m skipping this year’s birthday😂. My close circle is not here.
No hopes of family also surprising this year because I sort of announced I didn’t want anything
How was your day?
"
1173,"Friend (Varun): Annnd it's your birthday month!!

Meghana: Aye, you remember🙈
I hope I’m fine by then
Like to talk n all
And eat
Two most important things in life😂

Friend (Varun): Ofc! ♥️
But what plans

Meghana: 🙈❤️
No plans da. I’m skipping this year’s birthday😂. My close circle is not here.
No hopes of family also surprising this year because I sort of announced I didn’t want anything
How was your day?

Friend (Varun): Normal day.. nothing interesting
Why??
I was going to wake you up if it went into penalties

","Aye, Thenks🙈🙈yes yes yes
I fell asleep kind of early actually. So a call for interesting developments was a great idea🙈🙈
How was the match?
I don’t know why I’m awake now😮
I’m not sure why exactly 🤔
I sort of like directed all the focus to my sister’s. Hers is in July as well. 12 days after mine and she’s turning 18 this year
At 3 you were awake da 😮
"
1174,"Friend (Varun): Ofc! ♥️
But what plans

Meghana: 🙈❤️
No plans da. I’m skipping this year’s birthday😂. My close circle is not here.
No hopes of family also surprising this year because I sort of announced I didn’t want anything
How was your day?

Friend (Varun): Normal day.. nothing interesting
Why??
I was going to wake you up if it went into penalties

Meghana: Aye, Thenks🙈🙈yes yes yes
I fell asleep kind of early actually. So a call for interesting developments was a great idea🙈🙈
How was the match?
I don’t know why I’m awake now😮
I’m not sure why exactly 🤔
I sort of like directed all the focus to my sister’s. Hers is in July as well. 12 days after mine and she’s turning 18 this year
At 3 you were awake da 😮

Friend (Varun): Oh that's crazy 🙈
That's when the match got over

","Shit, that’s late😮😮
Yeah, because 18 n all no. My 23 feels less important 😂
Logged in?
Busy day?
"
1175,"Friend (Varun): Normal day.. nothing interesting
Why??
I was going to wake you up if it went into penalties

Meghana: Aye, Thenks🙈🙈yes yes yes
I fell asleep kind of early actually. So a call for interesting developments was a great idea🙈🙈
How was the match?
I don’t know why I’m awake now😮
I’m not sure why exactly 🤔
I sort of like directed all the focus to my sister’s. Hers is in July as well. 12 days after mine and she’s turning 18 this year
At 3 you were awake da 😮

Friend (Varun): Oh that's crazy 🙈
That's when the match got over

Meghana: Shit, that’s late😮😮
Yeah, because 18 n all no. My 23 feels less important 😂
Logged in?
Busy day?

Friend (Varun): Little
But I think I'll be done at 8ish

","Damn
I logged off🤭
"
1176,"Friend (Varun): Oh that's crazy 🙈
That's when the match got over

Meghana: Shit, that’s late😮😮
Yeah, because 18 n all no. My 23 feels less important 😂
Logged in?
Busy day?

Friend (Varun): Little
But I think I'll be done at 8ish

Meghana: Damn
I logged off🤭

Friend (Varun): 😭😭
Aww cutie what did he do?

","🤭🤭🤭🤭
Awwwww da, you’ll be there soon too
He started picking and eating from the terrace😑
"
1177,"Friend (Varun): Little
But I think I'll be done at 8ish

Meghana: Damn
I logged off🤭

Friend (Varun): 😭😭
Aww cutie what did he do?

Meghana: 🤭🤭🤭🤭
Awwwww da, you’ll be there soon too
He started picking and eating from the terrace😑

Friend (Varun): Oh no. Don't punish him for too long tho

","You think🙈🙈
I squished him afterwards
And he fell asleep on my lap
"
1178,"Friend (Varun): 😭😭
Aww cutie what did he do?

Meghana: 🤭🤭🤭🤭
Awwwww da, you’ll be there soon too
He started picking and eating from the terrace😑

Friend (Varun): Oh no. Don't punish him for too long tho

Meghana: You think🙈🙈
I squished him afterwards
And he fell asleep on my lap

Friend (Varun): Sooo cute!!!
Hii!

","Hey hey
So reached the hospital 🙈
How’s your Friday?
"
1179,"Friend (Varun): Oh no. Don't punish him for too long tho

Meghana: You think🙈🙈
I squished him afterwards
And he fell asleep on my lap

Friend (Varun): Sooo cute!!!
Hii!

Meghana: Hey hey
So reached the hospital 🙈
How’s your Friday?

Friend (Varun): You've to stay there uh?

","Yes yes.😪
Don’t know why
Tomorrow morning is the procedure
Mostly at 7The whole procedure will take around 4 hours I think. Surgery itself may be only like 1 hour
But the pre prep and post surgery n all will take some time it seems
"
1180,"Friend (Varun): Sooo cute!!!
Hii!

Meghana: Hey hey
So reached the hospital 🙈
How’s your Friday?

Friend (Varun): You've to stay there uh?

Meghana: Yes yes.😪
Don’t know why
Tomorrow morning is the procedure
Mostly at 7The whole procedure will take around 4 hours I think. Surgery itself may be only like 1 hour
But the pre prep and post surgery n all will take some time it seems

Friend (Varun): Mostly?

","If people with emergencies suddenly come in they might have to postpone mine, but otherwise mine will be the first is what they told me
👀👀
"
1181,"Friend (Varun): You've to stay there uh?

Meghana: Yes yes.😪
Don’t know why
Tomorrow morning is the procedure
Mostly at 7The whole procedure will take around 4 hours I think. Surgery itself may be only like 1 hour
But the pre prep and post surgery n all will take some time it seems

Friend (Varun): Mostly?

Meghana: If people with emergencies suddenly come in they might have to postpone mine, but otherwise mine will be the first is what they told me
👀👀

Friend (Varun): Sorry sorry I was on one long call
We were planning a drive tomorrow 🙈
Friday was peace only
Nothing new
Settled in hospital?

","Oh wow, this sounds exciting. Where are you guys going to🤩🤩
Yeah, all good here. They gave me a couple of injections for avoiding reactions to anaesthesia
"
1182,"Friend (Varun): Mostly?

Meghana: If people with emergencies suddenly come in they might have to postpone mine, but otherwise mine will be the first is what they told me
👀👀

Friend (Varun): Sorry sorry I was on one long call
We were planning a drive tomorrow 🙈
Friday was peace only
Nothing new
Settled in hospital?

Meghana: Oh wow, this sounds exciting. Where are you guys going to🤩🤩
Yeah, all good here. They gave me a couple of injections for avoiding reactions to anaesthesia

Friend (Varun): Didn't go

","Also Stopped eating at 12
"
1183,"Friend (Varun): Sorry sorry I was on one long call
We were planning a drive tomorrow 🙈
Friday was peace only
Nothing new
Settled in hospital?

Meghana: Oh wow, this sounds exciting. Where are you guys going to🤩🤩
Yeah, all good here. They gave me a couple of injections for avoiding reactions to anaesthesia

Friend (Varun): Didn't go

Meghana: Also Stopped eating at 12

Friend (Varun): Everyone was lazy

","Why da?😮
Damn
How come you are awake😮😮
"
1184,"Friend (Varun): Didn't go

Meghana: Also Stopped eating at 12

Friend (Varun): Everyone was lazy

Meghana: Why da?😮
Damn
How come you are awake😮😮

Friend (Varun): Good good
I got sad that drive didn't work. And didn't sleep

","Ayyo, when did it get cancelled
"
1185,"Friend (Varun): Everyone was lazy

Meghana: Why da?😮
Damn
How come you are awake😮😮

Friend (Varun): Good good
I got sad that drive didn't work. And didn't sleep

Meghana: Ayyo, when did it get cancelled

Friend (Varun): Nice nice

","Where were you guys planning to go to
"
1186,"Friend (Varun): Good good
I got sad that drive didn't work. And didn't sleep

Meghana: Ayyo, when did it get cancelled

Friend (Varun): Nice nice

Meghana: Where were you guys planning to go to

Friend (Varun): 12 ish
Some hill we found 😂

","😂😂😂😂😂😂
"
1187,"Friend (Varun): Nice nice

Meghana: Where were you guys planning to go to

Friend (Varun): 12 ish
Some hill we found 😂

Meghana: 😂😂😂😂😂😂

Friend (Varun): 2 hrs away

","Aye, that sounds fun, towards which direction 😂
"
1188,"Friend (Varun): 12 ish
Some hill we found 😂

Meghana: 😂😂😂😂😂😂

Friend (Varun): 2 hrs away

Meghana: Aye, that sounds fun, towards which direction 😂

Friend (Varun): Airport
Are you allowed to eat ice cream after surgery.
?

","Close your eyes and try and sleep no. It’s 5Won’t you be very tired the rest of the day?
"
1189,"Friend (Varun): 2 hrs away

Meghana: Aye, that sounds fun, towards which direction 😂

Friend (Varun): Airport
Are you allowed to eat ice cream after surgery.
?

Meghana: Close your eyes and try and sleep no. It’s 5Won’t you be very tired the rest of the day?

Friend (Varun): I'll manage, I'll nap in the afternoon

","I hope I will be🙈🙈
But I am not sure when I can start eating. I am supposed to be on fasting for almost 12 hours. Will be on IV for a while
"
1190,"Friend (Varun): Airport
Are you allowed to eat ice cream after surgery.
?

Meghana: Close your eyes and try and sleep no. It’s 5Won’t you be very tired the rest of the day?

Friend (Varun): I'll manage, I'll nap in the afternoon

Meghana: I hope I will be🙈🙈
But I am not sure when I can start eating. I am supposed to be on fasting for almost 12 hours. Will be on IV for a while

Friend (Varun): Ayyo

","Can eat ice cream tomorrow I think🤔
But I did this intense research
Patient experiences n all
"
1191,"Friend (Varun): I'll manage, I'll nap in the afternoon

Meghana: I hope I will be🙈🙈
But I am not sure when I can start eating. I am supposed to be on fasting for almost 12 hours. Will be on IV for a while

Friend (Varun): Ayyo

Meghana: Can eat ice cream tomorrow I think🤔
But I did this intense research
Patient experiences n all

Friend (Varun): Buy some ice cream on my behalf

","😂
Aye, yes🤭😂🙈
Will do this tomorrow
"
1192,"Friend (Varun): Ayyo

Meghana: Can eat ice cream tomorrow I think🤔
But I did this intense research
Patient experiences n all

Friend (Varun): Buy some ice cream on my behalf

Meghana: 😂
Aye, yes🤭😂🙈
Will do this tomorrow

Friend (Varun): If you were in Bangalore I would have had it delivered 🙈
Little far you are 🙈

","That is so sweet😭😭😭😭😭😭😭😭
"
1193,"Friend (Varun): Buy some ice cream on my behalf

Meghana: 😂
Aye, yes🤭😂🙈
Will do this tomorrow

Friend (Varun): If you were in Bangalore I would have had it delivered 🙈
Little far you are 🙈

Meghana: That is so sweet😭😭😭😭😭😭😭😭

Friend (Varun): What's your favourite flavour?

","Damn, that was really sweet😭😭thank you so much da😭
I like corner house ice creams the most
But they have fudge n all😂 I’m stupid I can’t eat those😂
"
1194,"Friend (Varun): If you were in Bangalore I would have had it delivered 🙈
Little far you are 🙈

Meghana: That is so sweet😭😭😭😭😭😭😭😭

Friend (Varun): What's your favourite flavour?

Meghana: Damn, that was really sweet😭😭thank you so much da😭
I like corner house ice creams the most
But they have fudge n all😂 I’m stupid I can’t eat those😂

Friend (Varun): Everyone likes dbc.. apart from that
Like what's your favourite basic flavour

","Flavour I like chocolate, butterscotch, and also tbh, I actually really like vanilla
"
1195,"Friend (Varun): What's your favourite flavour?

Meghana: Damn, that was really sweet😭😭thank you so much da😭
I like corner house ice creams the most
But they have fudge n all😂 I’m stupid I can’t eat those😂

Friend (Varun): Everyone likes dbc.. apart from that
Like what's your favourite basic flavour

Meghana: Flavour I like chocolate, butterscotch, and also tbh, I actually really like vanilla

Friend (Varun): Noted 🙈

","🤭🤭🙈
yesterday I hogged food like crazy
"
1196,"Friend (Varun): Everyone likes dbc.. apart from that
Like what's your favourite basic flavour

Meghana: Flavour I like chocolate, butterscotch, and also tbh, I actually really like vanilla

Friend (Varun): Noted 🙈

Meghana: 🤭🤭🙈
yesterday I hogged food like crazy

Friend (Varun): What did you eat?

","I ate the food they gave to me at hospital. Normal rice and rasam and one kheer they gave. And 2 chapatis
"
1197,"Friend (Varun): Noted 🙈

Meghana: 🤭🤭🙈
yesterday I hogged food like crazy

Friend (Varun): What did you eat?

Meghana: I ate the food they gave to me at hospital. Normal rice and rasam and one kheer they gave. And 2 chapatis

Friend (Varun): Apollo?

","I actually bolted all of it down and mother was surprised seeing me so greedy for these😂
Yeah, in Apollo I’m getting it done
Parents were giving bad vibes in between, so I ate the anxiety away😂
"
1198,"Friend (Varun): What did you eat?

Meghana: I ate the food they gave to me at hospital. Normal rice and rasam and one kheer they gave. And 2 chapatis

Friend (Varun): Apollo?

Meghana: I actually bolted all of it down and mother was surprised seeing me so greedy for these😂
Yeah, in Apollo I’m getting it done
Parents were giving bad vibes in between, so I ate the anxiety away😂

Friend (Varun): The Apollo near my house gives good food 😂

","😂😂like like?
"
1199,"Friend (Varun): Apollo?

Meghana: I actually bolted all of it down and mother was surprised seeing me so greedy for these😂
Yeah, in Apollo I’m getting it done
Parents were giving bad vibes in between, so I ate the anxiety away😂

Friend (Varun): The Apollo near my house gives good food 😂

Meghana: 😂😂like like?

Friend (Varun): 😂😂
They give soup and all da
Too good

","Don’t know why they are scared, I’m giving them positivity here😂😂
Oh wow😮😮
These people didn’t give me anything 😪
"
1200,"Friend (Varun): The Apollo near my house gives good food 😂

Meghana: 😂😂like like?

Friend (Varun): 😂😂
They give soup and all da
Too good

Meghana: Don’t know why they are scared, I’m giving them positivity here😂😂
Oh wow😮😮
These people didn’t give me anything 😪

Friend (Varun): You'll be fine 🙈

","But from today I don’t think I’ll be able to drink Normal soups n all for a while
Just really bland things
"
1201,"Friend (Varun): 😂😂
They give soup and all da
Too good

Meghana: Don’t know why they are scared, I’m giving them positivity here😂😂
Oh wow😮😮
These people didn’t give me anything 😪

Friend (Varun): You'll be fine 🙈

Meghana: But from today I don’t think I’ll be able to drink Normal soups n all for a while
Just really bland things

Friend (Varun): Ya ya I know

","T-2 hours🙈
"
1202,"Friend (Varun): You'll be fine 🙈

Meghana: But from today I don’t think I’ll be able to drink Normal soups n all for a while
Just really bland things

Friend (Varun): Ya ya I know

Meghana: T-2 hours🙈

Friend (Varun): My friends brother got the surgery 3 weeks back
Excited?

","Same surgery?
Oh wow, tell me more😮 👂
How’s he doing now?
"
1203,"Friend (Varun): Ya ya I know

Meghana: T-2 hours🙈

Friend (Varun): My friends brother got the surgery 3 weeks back
Excited?

Meghana: Same surgery?
Oh wow, tell me more😮 👂
How’s he doing now?

Friend (Varun): Tonsils thing only

","How was his wound healing ?
"
1204,"Friend (Varun): My friends brother got the surgery 3 weeks back
Excited?

Meghana: Same surgery?
Oh wow, tell me more😮 👂
How’s he doing now?

Friend (Varun): Tonsils thing only

Meghana: How was his wound healing ?

Friend (Varun): Perfectly fine

","I have too many questions 😂
How were his pain levels?
Like during the few days after the surgery
🤩🤩🤩
"
1205,"Friend (Varun): Tonsils thing only

Meghana: How was his wound healing ?

Friend (Varun): Perfectly fine

Meghana: I have too many questions 😂
How were his pain levels?
Like during the few days after the surgery
🤩🤩🤩

Friend (Varun): He had some scar tissue so first week was a bit painful
After that he became full fine

","Aah this. This is what I’m slightly worried about. But knowing that everything will be okay 10 days from now makes it all so much better
I got my surgery gown 😂🤭
I’m excited to wear it😂
"
1206,"Friend (Varun): Perfectly fine

Meghana: I have too many questions 😂
How were his pain levels?
Like during the few days after the surgery
🤩🤩🤩

Friend (Varun): He had some scar tissue so first week was a bit painful
After that he became full fine

Meghana: Aah this. This is what I’m slightly worried about. But knowing that everything will be okay 10 days from now makes it all so much better
I got my surgery gown 😂🤭
I’m excited to wear it😂

Friend (Varun): Ayyy 🙈

","Mother is asking me if I’ve come for vacation here😂
"
1207,"Friend (Varun): He had some scar tissue so first week was a bit painful
After that he became full fine

Meghana: Aah this. This is what I’m slightly worried about. But knowing that everything will be okay 10 days from now makes it all so much better
I got my surgery gown 😂🤭
I’m excited to wear it😂

Friend (Varun): Ayyy 🙈

Meghana: Mother is asking me if I’ve come for vacation here😂

Friend (Varun): That thing is weird 🙈 too revealing
Suddenly it will fly up and all 😂

","Yeah, I saw it and was shocked 
It is very revealing 😮
😂😂damn, yeah?
Mine will be too loose also I think for me
Shit, will have to sit all the time😂
"
1208,"Friend (Varun): Ayyy 🙈

Meghana: Mother is asking me if I’ve come for vacation here😂

Friend (Varun): That thing is weird 🙈 too revealing
Suddenly it will fly up and all 😂

Meghana: Yeah, I saw it and was shocked 
It is very revealing 😮
😂😂damn, yeah?
Mine will be too loose also I think for me
Shit, will have to sit all the time😂

Friend (Varun): As you might have realised I've spent some time in a hospital 😂

","That too we aren’t supposed to wear anything else inside. Just the gown, damn, so weird😵
"
1209,"Friend (Varun): That thing is weird 🙈 too revealing
Suddenly it will fly up and all 😂

Meghana: Yeah, I saw it and was shocked 
It is very revealing 😮
😂😂damn, yeah?
Mine will be too loose also I think for me
Shit, will have to sit all the time😂

Friend (Varun): As you might have realised I've spent some time in a hospital 😂

Meghana: That too we aren’t supposed to wear anything else inside. Just the gown, damn, so weird😵

Friend (Varun): I've broken bones a lot 😂

","This was my next question
😂
Oh shit
"
1210,"Friend (Varun): As you might have realised I've spent some time in a hospital 😂

Meghana: That too we aren’t supposed to wear anything else inside. Just the gown, damn, so weird😵

Friend (Varun): I've broken bones a lot 😂

Meghana: This was my next question
😂
Oh shit

Friend (Varun): Yeah 😂

","What had happened?
"
1211,"Friend (Varun): I've broken bones a lot 😂

Meghana: This was my next question
😂
Oh shit

Friend (Varun): Yeah 😂

Meghana: What had happened?

Friend (Varun): I was an adventurous child

","Clearly 😂😂
But broken bones how exactly?
"
1212,"Friend (Varun): Yeah 😂

Meghana: What had happened?

Friend (Varun): I was an adventurous child

Meghana: Clearly 😂😂
But broken bones how exactly?

Friend (Varun): football , cricket, volleyball, jumping on sofa

","Shit, where all did you break?😮
And you had to get surgeries done?😵😵😵
"
1213,"Friend (Varun): I was an adventurous child

Meghana: Clearly 😂😂
But broken bones how exactly?

Friend (Varun): football , cricket, volleyball, jumping on sofa

Meghana: Shit, where all did you break?😮
And you had to get surgeries done?😵😵😵

Friend (Varun): Actually surgery no
All fixed with cast and stuff

","That must have been uncomfortable no😮
Leg or hand or both?
"
1214,"Friend (Varun): football , cricket, volleyball, jumping on sofa

Meghana: Shit, where all did you break?😮
And you had to get surgeries done?😵😵😵

Friend (Varun): Actually surgery no
All fixed with cast and stuff

Meghana: That must have been uncomfortable no😮
Leg or hand or both?

Friend (Varun): Forearm , forearm, fingers, toe
Hands only

","Ayyo😮😮that’s a lot of places
"
1215,"Friend (Varun): Actually surgery no
All fixed with cast and stuff

Meghana: That must have been uncomfortable no😮
Leg or hand or both?

Friend (Varun): Forearm , forearm, fingers, toe
Hands only

Meghana: Ayyo😮😮that’s a lot of places

Friend (Varun): Toe was hairline it healed off ✌️

","I’ve heard bone injuries are really painful
Hairline might be a breeze for you now no😂
"
1216,"Friend (Varun): Forearm , forearm, fingers, toe
Hands only

Meghana: Ayyo😮😮that’s a lot of places

Friend (Varun): Toe was hairline it healed off ✌️

Meghana: I’ve heard bone injuries are really painful
Hairline might be a breeze for you now no😂

Friend (Varun): Once wrist also. But that was only bone bruise
Nothing broke

","Damn😵😵
"
1217,"Friend (Varun): Toe was hairline it healed off ✌️

Meghana: I’ve heard bone injuries are really painful
Hairline might be a breeze for you now no😂

Friend (Varun): Once wrist also. But that was only bone bruise
Nothing broke

Meghana: Damn😵😵

Friend (Varun): Forearm was a bad scene
Hand shape only changed

","How did it happen?
Shit shit
"
1218,"Friend (Varun): Once wrist also. But that was only bone bruise
Nothing broke

Meghana: Damn😵😵

Friend (Varun): Forearm was a bad scene
Hand shape only changed

Meghana: How did it happen?
Shit shit

Friend (Varun): Sofa and football

","Both?
"
1219,"Friend (Varun): Forearm was a bad scene
Hand shape only changed

Meghana: How did it happen?
Shit shit

Friend (Varun): Sofa and football

Meghana: Both?

Friend (Varun): Same bone same place
2 time 😂

","Omg, that’s bad. Does it not hurt now?
😵
Left or right?
"
1220,"Friend (Varun): Sofa and football

Meghana: Both?

Friend (Varun): Same bone same place
2 time 😂

Meghana: Omg, that’s bad. Does it not hurt now?
😵
Left or right?

Friend (Varun): Nah .. this was in 1st grade
Right

","Ayyo😵😵
Shit, that’s a lot for a 1st standard kid. 😵
"
1221,"Friend (Varun): Same bone same place
2 time 😂

Meghana: Omg, that’s bad. Does it not hurt now?
😵
Left or right?

Friend (Varun): Nah .. this was in 1st grade
Right

Meghana: Ayyo😵😵
Shit, that’s a lot for a 1st standard kid. 😵

Friend (Varun): That's when I learnt to write with my left hand
Fun times 😂

","Oh😮😂well, it was useful in some ways then
😂😂😂fun times it seems
I have never really had injuries as such, touchwood
"
